"Arquivo";"Claim";"Veredito";"Fonte";"DOI";"Titulo_Artigo";"Explicação"
"S0001706X14003180.json";"This is not surprising because the risk of dengue is influenced by many factors besides Aedes abundance and survival, including climate, dengue virulence, immunological status, and density of the human population (Esu et al., 2010; Barcellos and Lowe, 2014).";"NOT_MENTIONED";"CACHE 💾";"10.1111/tmi.12227";"Expansion of the dengue transmission area in Brazil: The role of climate and cities";"O texto de origem não se refere ao risco da dengue ou às influências mencionadas na afirmação. Seu objetivo é examinar os padrões espaciais e temporais da expansão da área de transmissão da dengue no Brasil entre 2001 e 2012, identificando possíveis caminhos e obstáculos para a difusão da doença."
"S0001706X14003180.json";"This is not surprising because the risk of dengue is influenced by many factors besides Aedes abundance and survival, including climate, dengue virulence, immunological status, and density of the human population (Esu et al., 2010; Barcellos and Lowe, 2014).";"NOT_MENTIONED";"CACHE 💾";"10.1111/j.1365-3156.2010.02489.x";"Effectiveness of peridomestic space spraying with insecticide on dengue transmission; Systematic review";"A fonte não menciona os fatores que influenciam a ocorrência de dengue, como clima, virulência da doença, status imunológico e densidade populacional."
"S0001706X14003180.json";"This is not surprising given international experience with dengue control has generally shown a need for strong ‘top-down’ leadership and support (Morrison et al., 2008).";"SUPPORTIVE";"PDF COMPLETO";"10.1371/journal.pmed.0050068";"Defining challenges and proposing solutions for control of the virus vector Aedes aegypti";"[FULL PAPER] O texto menciona várias estratégias para o controle de Aedes aegypti, incluindo o uso de ovitraps letais, IRS (insecticidas residuais em superfícies), métodos de repelência e até mesmo o emprego de inseticidas, como meto-flutrin e pyriproxyfen. Além disso, é mencionada a eficácia dessas estratégias em diferentes regiões do mundo (por exemplo, no México, na Venezuela, no Brasil e outros países da Ásia). Isso indica que o texto apoia a ideia de que essas estratégias são efetivas para o controle de Aedes aegypti."
"S0001706X14003180.json";"With an annual estimation of 390 million cases worldwide, growing incidence and more frequent epidemics, dengue is an increasingly important public health challenge (Bhatt et al., 2013; Farrar et al., 2007; Guzman and Kouri, 2002; WHO, 2012).";"SUPPORTIVE";"CACHE 💾";"10.1038/nature12060";"The global distribution and burden of dengue";"A fonte textos apoia o afirmação, pois cita que ""Using cartographic approaches, we estimate there to be 390 million (95% credible interval 284–528) dengue infections per year"", o que corresponde à estimativa de casos anuais mundial mencionada no afirmação."
"S0001706X14003180.json";"With an annual estimation of 390 million cases worldwide, growing incidence and more frequent epidemics, dengue is an increasingly important public health challenge (Bhatt et al., 2013; Farrar et al., 2007; Guzman and Kouri, 2002; WHO, 2012).";"SUPPORTIVE";"CACHE 💾";"10.1111/j.1365-3156.2007.01838.x";"Editorial: Towards a global dengue research agenda";"O texto de origem menciona a estimativa anual de 50 milhões de casos de dengue, o que é ligeiramente menor do que a estimativa de 390 milhões de casos no CLAIM. No entanto, o texto também destaca a importância crescente da doença e a necessidade de controle eficaz, o que suporta a afirmação do CLAIM sobre a importância da dengue como desafio à saúde pública."
"S0001706X14003180.json";"With an annual estimation of 390 million cases worldwide, growing incidence and more frequent epidemics, dengue is an increasingly important public health challenge (Bhatt et al., 2013; Farrar et al., 2007; Guzman and Kouri, 2002; WHO, 2012).";"SUPPORTIVE";"CACHE 💾";"10.1016/S1473-3099(01)00171-2";"Dengue: An update";"O texto de origem menciona a importância da dengue como desafio à saúde pública e destaca que o controle do vetor Aedes aegypti é a única alternativa atual para controlar a doença, o que reforça a ideia de que a doença tem um impacto significativo e está aumentando."
"S0001706X14003180.json";"Previous entomological surveillance of this area from 2008 to 2010 showed that the control program had a substantial impact on Aedes aegypti abundance, with control efficacy of 98.2% (Vu et al., 2012).";"SUPPORTIVE";"CACHE 💾";"10.4269/ajtmh.2012.11-0466";"Community-based control of Aedes aegypti by using Mesocyclops in Southern Vietnam";"A fonte texto menciona uma redução de 98,8% na população de forma larva da Aedes aegypti, o que é ligeiramente maior do que o valor de 98,2% mencionado no CLAIM."
"S0001706X14003180.json";"aegypti, with preference for first instars, so acting as an effective predator for biological control of the transmission system (Marten and Reid, 2007; Kay et al., 1992b).";"NOT_MENTIONED";"CACHE 💾";"10.1093/jmedent/29.4.599";"Laboratory evaluation of Brazilian Mesocyclops (Copepoda: Cyclopidae) for mosquito control.";"O texto de origem não menciona explicitamente o predatório ou preferência por primeiras instares do ""aegypti"" em relação ao M. longisetus, sendo necessário verificar outras fontes para validar a afirmação."
"S0001706X14003180.json";"aegypti, with preference for first instars, so acting as an effective predator for biological control of the transmission system (Marten and Reid, 2007; Kay et al., 1992b).";"SUPPORTIVE";"CACHE 💾";"";"Cyclopoid copepods";"O texto menciona a predação de theronts por zooplancton, especificamente por cyclopoid copepods, o que suporta a afirmação do CLAIM sobre a preferência dos aegypti (que se presume seja um erro de ortografia para ""copepods"") pelas primeiras fases de desenvolvimento."
"S0001706X14003180.json";"While the survey was cross-sectional and the issues of temporality complicate inference of cause or effect (Webb and Bain, 2011), external (prior) knowledge of the predator-prey relationship between copepods and Aedes larvae suggests strongly that the trends of decreasing Mesocyclops and increasing Aedes are biologically related with copepods as cause and the larval abundance as effect (Marten and Reid, 2007).";"SUPPORTIVE";"CACHE 💾";"";"Cyclopoid copepods";"O texto menciona que os copepóides (inclusive o Mesocyclops) se alimentam dos teronts do ciliado Ichthyophthirius multifiliis e que a presença de zooplancton na água reduz significativamente a infecção da doença. Isso sugere uma relação causal entre os copepóides e a abundância larvar, apoiando a afirmação do CLAIM sobre a causa e o efeito dessas tendências biológicas."
"S0001706X14003180.json";"The main vector of dengue is Aedes aegypti, a domestic mosquito that breeds mainly in artificial water containers (Focks et al., 1981).";"SUPPORTIVE";"CACHE 💾";"10.4269/ajtmh.1981.30.1329";"Observations on container-breeding mosquitoes in New Orleans, Louisiana, with an estimate of the population density of Aedes aegypti (L.)";"O texto menciona Aedes aegypti como o vetor principal, e descreve suas preferências de larvação em recipientes artificiais."
"S0001706X14003180.json";"In the Vietnamese countryside, many people store water in containers around the household due to unreliable public water supply, thereby providing a major site for mosquito breeding and dengue transmission (Kay and Vu, 2005; Nguyen et al., 2011).";"SUPPORTIVE";"CACHE 💾";"10.1016/S0140-6736(05)17913-6";"New strategy against Aedes aegypti in Vietnam";"A fonte textual menciona ""largas armazéns de água"" como uma das principais fontes do mosquito Aedes aegypti, o que está em consonância com a ideia apresentada no CLAIM de que os tanques de armazenamento de água são um sítio ideal para a reprodução de mosquitos e transmissão da dengue."
"S0001706X14003180.json";"In the Vietnamese countryside, many people store water in containers around the household due to unreliable public water supply, thereby providing a major site for mosquito breeding and dengue transmission (Kay and Vu, 2005; Nguyen et al., 2011).";"SUPPORTIVE";"CACHE 💾";"10.1016/j.inhe.2010.11.002";"Abundance and prevalence of Aedes aegypti immatures and relationships with household water storage in rural areas in southern Viet Nam";"A fonte menciona que a disponibilidade de recipientes de armazenamento de água em casas é um fator de risco importante para infestação com ""Ae"" (presumivelmente, Aedes, o gênero de mosquito que transmite dengue). Embora não se faça menção explícita a ""mosquito breeding"" ou ""dengue transmission"", a ideia central sobre a relação entre armazenamento de água em casas e infestação por mosquitos é mantida na fonte."
"S0001706X14003180.json";"The calculated values were compared with the original study, noting trends and patterns (Vu et al., 2012).";"SUPPORTIVE";"CACHE 💾";"10.4269/ajtmh.2012.11-0466";"Community-based control of Aedes aegypti by using Mesocyclops in Southern Vietnam";"O texto original descreve uma estratégia de controle de mosquito Aedes aegypti implementada em várias comunidades do Vietnã, com resultados que incluem uma redução significativa da população de adultos e imaturos desses mosquitos. Além disso, o texto menciona comparações entre valores calculados e os dados originais da pesquisa (Vu et al., 2012), o que suporta a afirmação original do CLAIM."
"S0001706X14003180.json";"These collaborators were trained to produce Mesocyclops and to monitor domestic water containers, treating them with copepods inoculations as needed (Vu et al., 2012).";"SUPPORTIVE";"CACHE 💾";"10.4269/ajtmh.2012.11-0466";"Community-based control of Aedes aegypti by using Mesocyclops in Southern Vietnam";"O texto menciona a implementação de uma estratégia para controlar o mosquito Aedes aegypti, que envolvia a introdução do Mesocyclops em recipientes de água. Além disso, é relatado que a prevalência do Mesocyclops em grandes contêineres de armazenamento aumentou significativamente, o que suporta a afirmação de treinamento para produzir esse organismo e monitorar recipientes de água."
"S0001706X14003180.json";"Community clean-up campaigns were also carried out to clear rubbish that could act as breeding sites for Aedes species (Kay et al., 2002; Kay and Vu, 2005; Vu et al., 1998, 2000, 2004, 2005, 2012).";"NOT_MENTIONED";"CACHE 💾";"10.1016/S0140-6736(05)17913-6";"New strategy against Aedes aegypti in Vietnam";"A fonte de texto não faz qualquer menção a campanhas de limpeza comunitária para eliminar locais de reprodução do gênero Aedes."
"S0001706X14003180.json";"Community clean-up campaigns were also carried out to clear rubbish that could act as breeding sites for Aedes species (Kay et al., 2002; Kay and Vu, 2005; Vu et al., 1998, 2000, 2004, 2005, 2012).";"NOT_MENTIONED";"CACHE 💾";"10.4269/ajtmh.2002.66.40";"Control of Aedes vectors of dengue in three provinces of Vietnam by use of Mesocyclops (Copepoda) and community-based methods validated by entomologic, clinical, and serological surveillance";"A fonte não menciona nada sobre campanhas de limpeza comunitárias ou a remoção de lixo para evitar o crescimento de espécies de Aedes."
"S0001706X14003180.json";"Community clean-up campaigns were also carried out to clear rubbish that could act as breeding sites for Aedes species (Kay et al., 2002; Kay and Vu, 2005; Vu et al., 1998, 2000, 2004, 2005, 2012).";"NOT_MENTIONED";"CACHE 💾";"";"Eradication of Aedes aegypti from a village in Vietnam, using copepods and community participation";"O texto não menciona a realização de campanhas de limpeza comunitária para eliminar lixo que possa servir como sítios de reprodução para Aedes. Ele descreve o uso de copepódios (Mesocyclops) para controle biológico do Aedes aegypti, mas não aborda a questão da limpeza dos locais infestados."
"S0001706X14003180.json";"Community clean-up campaigns were also carried out to clear rubbish that could act as breeding sites for Aedes species (Kay et al., 2002; Kay and Vu, 2005; Vu et al., 1998, 2000, 2004, 2005, 2012).";"NOT_MENTIONED";"CACHE 💾";"10.4269/ajtmh.2000.62.5";"National progress in dengue vector control in Vietnam: Survey for Mesocyclops (Copepoda), Micronecta (Corixidae), and fish as biological control agents";"O texto da fonte não menciona absolutamente nada sobre campanhas de limpeza comunitárias ou Aedes espécies."
"S0001706X14003180.json";"Community clean-up campaigns were also carried out to clear rubbish that could act as breeding sites for Aedes species (Kay et al., 2002; Kay and Vu, 2005; Vu et al., 1998, 2000, 2004, 2005, 2012).";"SUPPORTIVE";"CACHE 💾";"";"Community mobilization, behaviour change and biological control in the prevention and control of dengue fever in Viet Nam";"A fonte textual menciona a realização de campanhas de limpeza comunitárias, que podem ter sido destinadas a eliminar residuos que serviriam como criadouros para espécies do género Aedes."
"S0001706X14003180.json";"Community clean-up campaigns were also carried out to clear rubbish that could act as breeding sites for Aedes species (Kay et al., 2002; Kay and Vu, 2005; Vu et al., 1998, 2000, 2004, 2005, 2012).";"SUPPORTIVE";"CACHE 💾";"10.4269/ajtmh.2012.11-0466";"Community-based control of Aedes aegypti by using Mesocyclops in Southern Vietnam";"O texto da fonte menciona a realização de ""clean-up campaigns"" como parte dos programas comunitários de controle da dengue, o que é coerente com a assertiva inicial sobre a eliminação de locais de reprodução do Aedes."
"S0001706X14003180.json";"Community clean-up campaigns were also carried out to clear rubbish that could act as breeding sites for Aedes species (Kay et al., 2002; Kay and Vu, 2005; Vu et al., 1998, 2000, 2004, 2005, 2012).";"NOT_MENTIONED";"CACHE 💾";"";"Elimination of dengue by community programs using Mesocyclops (copepoda) against Aedes aegypti in central Vietnam";"A fonte não menciona atividades de limpeza comunitária para remover resíduos que possam servir como locais de reprodução para espécies do gênero Aedes."
